,track_id,track_name,artist_id,artist_name,album_id,duration,release_date,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,playlist_id,playlist_name,Genre
81,0RO9W1xJoUEpq5MEelddFb,Stairway to Heaven - Remaster,36QJpDe2go2KgaRleHCDTp,Led Zeppelin,5EyIDBAqhnlkAHqvPRwdbX,482830,11/8/1971,64,0.338,0.34,9,-12.049,0,0.0339,0.58,0.0032,0.116,0.197,82.433,37i9dQZF1DWXRqgorJj26U,Rock Classics,Rock
82,1AhDOtG9vPSOmsWgNW0BEY,Bohemian Rhapsody - Remastered 2011,1dfeR4HaWDbWqFHLkxsg1d,Queen,1TSZDcvlPtAnekTaItI3qO,354320,11/21/1975,0,0.414,0.404,0,-9.928,0,0.0499,0.271,0,0.3,0.224,71.105,37i9dQZF1DWXRqgorJj26U,Rock Classics,Rock
83,6ADSaE87h8Y3lccZlBJdXH,With Or Without You - Remastered,51Blml2LZPmy7TTiAg47vQ,U2,5y6wlw1LnqFnQFruMeiwGU,295515,3/3/1987,80,0.54,0.429,2,-11.822,1,0.0285,0.000202,0.355,0.141,0.113,110.171,37i9dQZF1DWXRqgorJj26U,Rock Classics,Rock
86,7GonnnalI2s19OCQO1J7Tf,Kickstart My Heart,0cc6vw3VN8YlIcvr1v7tBL,Mötley Crüe,6pL7kL9cOc0DpWCq6qJtxQ,282653,1989,77,0.359,0.981,7,-3.622,0,0.303,0.00125,0.00236,0.284,0.271,178.98,37i9dQZF1DWXRqgorJj26U,Rock Classics,Rock
89,0dOg1ySSI7NkpAe89Zo0b9,Born in the U.S.A.,3eqjTLE0HfPfh78zjh6TqT,Bruce Springsteen,0PMasrHdpaoIRuHuhHp72O,278680,6/4/1984,75,0.398,0.952,4,-6.042,1,0.061,0.000373,7.75E-05,0.1,0.584,122.093,37i9dQZF1DWXRqgorJj26U,Rock Classics,Rock
91,2IZZqH4K02UIYg5EohpNHF,Zombie,7t0rwkOPGlDPEhaOcVtOt9,The Cranberries,5GugLrmYMl5VRoe2zNgLGp,306426,10/3/1994,15,0.307,0.635,7,-8.957,1,0.0339,0.0154,0.00483,0.366,0.304,166.973,37i9dQZF1DWXRqgorJj26U,Rock Classics,Rock
94,32kgOw8wejH7zUhtXCM8DH,More Than a Feeling,29kkCKKGXheHuoO829FxWK,Boston,01OahkTPRCleDjobtRk7ST,285133,1976,0,0.377,0.682,7,-8.039,1,0.0299,0.000894,0.00217,0.0504,0.288,108.736,37i9dQZF1DWXRqgorJj26U,Rock Classics,Rock
96,2aoo2jlRnM3A0NyLQqMN2f,All Along the Watchtower,776Uo845nYHJpNaStv1Ds4,Jimi Hendrix,5z090LQztiqh13wYspQvKQ,240800,10/25/1968,77,0.438,0.805,8,-6.237,1,0.0624,0.00255,5.69E-05,0.0842,0.564,113.253,37i9dQZF1DWXRqgorJj26U,Rock Classics,Rock
99,57bgtoPSgt236HzfBOd8kj,Thunderstruck,711MCceyCBcFnzjGY4Q7Un,AC/DC,4vu7F6h90Br1ZtYYaqfITy,292880,9/24/1990,83,0.502,0.89,4,-5.175,1,0.0364,0.000147,0.0117,0.217,0.259,133.52,37i9dQZF1DWXRqgorJj26U,Rock Classics,Rock
103,66lOpKgTyFjOrac4S1s94g,Rebel Rebel - 1999 Remaster,0oSGxfWSnnOXhD2fKuz2Gy,David Bowie,6JxxRxzjsOTtKVie29FTt2,269360,4/24/1974,0,0.676,0.92,9,-7.96,1,0.0435,0.00101,8.65E-06,0.248,0.624,126.341,37i9dQZF1DWXRqgorJj26U,Rock Classics,Rock
105,57iDDD9N9tTWe75x6qhStw,Bitter Sweet Symphony,2cGwlqi3k18jFpUyTrsR84,The Verve,52AeC4gwbxDfFlLHgK1ByD,357266,9/29/1997,80,0.356,0.917,9,-6.006,1,0.0479,0.0335,0,0.406,0.518,171.176,37i9dQZF1DWXRqgorJj26U,Rock Classics,Rock
107,1gzIbdFnGJ226LTl0Cn2SX,White Wedding - Pt. 1,7lzordPuZEXxwt9aoVZYmG,Billy Idol,5ebh0MxkqELmk50xHj2b4k,252200,1/1/1982,72,0.673,0.814,9,-5.411,1,0.0367,0.0133,0.00293,0.343,0.728,147.193,37i9dQZF1DWXRqgorJj26U,Rock Classics,Rock
109,3fH4KjXFYMmljxrcGrbPj9,Don't You (Forget About Me),6hN9F0iuULZYWXppob22Aj,Simple Minds,4YimfceN1R0nOS9CefIFhm,263040,1985,75,0.66,0.816,2,-6.61,1,0.0299,0.168,0.0181,0.0608,0.678,111.346,37i9dQZF1DWXRqgorJj26U,Rock Classics,Rock
111,7oK9VyNzrYvRFo7nQEYkWN,Mr. Brightside,0C0XlULifJtAgn6ZNCW2eu,The Killers,4undIeGmofnAYKhnDclN1w,222586,6/15/2004,76,0.356,0.924,1,-3.74,1,0.0808,0.00101,0,0.0953,0.232,148.017,37i9dQZF1DWXRqgorJj26U,Rock Classics,Rock
114,7o2CTH4ctstm8TNelqjb51,Sweet Child O' Mine,3qm84nBOXUEQ2vnTfUTTFC,Guns N' Roses,3I9Z1nDCL4E0cP62flcbI5,354520,7/21/1987,82,0.454,0.91,6,-7.766,1,0.0448,0.0866,0.0996,0.116,0.629,125.116,37i9dQZF1DWXRqgorJj26U,Rock Classics,Rock
116,3SUusuA9jH1v6PVwtYMbdv,Last Nite,0epOFNiUfyON9EYx7Tpr6V,The Strokes,2k8KgmDp9oHrmu0MIj4XDE,193373,7/30/2001,66,0.624,0.899,0,-5.709,1,0.0296,0.0221,0.000137,0.0975,0.79,104.061,37i9dQZF1DWXRqgorJj26U,Rock Classics,Rock
118,5ghIJDpPoe3CfHMGu71E6T,Smells Like Teen Spirit,6olE6TJLqED3rqDCT0FyPh,Nirvana,2guirTSEqLizK7j9i1MTTZ,301920,9/26/1991,79,0.502,0.912,1,-4.556,1,0.0564,2.55E-05,0.000173,0.106,0.72,116.761,37i9dQZF1DWXRqgorJj26U,Rock Classics,Rock
121,1YwNlWLf8auhazSQUDQLFU,Enjoy the Silence - Single Mix,762310PdDnwsDxAQxzQkfX,Depeche Mode,13OoJ5Y23cdo8CDAiQwznb,257333,1990,68,0.641,0.812,0,-7.945,0,0.0293,0.155,4.43E-05,0.078,0.822,112.777,37i9dQZF1DWXRqgorJj26U,Rock Classics,Rock
122,2aSFLiDPreOVP6KHiWk4lF,Under Pressure - Remastered 2011,1dfeR4HaWDbWqFHLkxsg1d,Queen,7rq68qYz66mNdPfidhIEFa,236520,10/28/1991,58,0.663,0.712,2,-7.268,1,0.0479,0.524,0,0.0804,0.527,113.439,37i9dQZF1DWXRqgorJj26U,Rock Classics,Rock
123,1L94M3KIu7QluZe63g64rv,Alive,1w5Kfo2jwwIPruYS2UWh56,Pearl Jam,5B4PYA7wNN4WdEXdIJu58a,340907,8/27/1991,77,0.284,0.875,11,-6.069,0,0.0422,0.00752,0.000461,0.402,0.595,75.009,37i9dQZF1DWXRqgorJj26U,Rock Classics,Rock
125,2fICdpdRotwfmGYzvs8Ngf,Rock You Like a Hurricane - 2015 - Remaster,27T030eWyCQRmDyuvr1kxY,Scorpions,14kTyafNZvlbn586zryGww,253666,3/27/1984,68,0.402,0.873,4,-3.209,0,0.0586,0.00484,7.30E-05,0.157,0.684,125.443,37i9dQZF1DWXRqgorJj26U,Rock Classics,Rock
127,1RJeiAIwR9pZBgJA8ndZLL,"Paint It, Black - Mono",22bE4uQ6baNwSHPVcDxLCe,The Rolling Stones,5nKpMsduwp5xqCKq2IbSKv,204480,1/1/1966,66,0.505,0.836,5,-7.384,0,0.101,0.0103,0.0771,0.295,0.764,159.669,37i9dQZF1DWXRqgorJj26U,Rock Classics,Rock
129,2X6gdRlGOQgfaXU9ALUQFQ,The Chain,08GQAI4eElDnROBrJRGE0X,Fleetwood Mac,63k57x0qOkUWEMR0dkMivh,271000,2/4/1977,0,0.546,0.529,9,-13.6,1,0.0436,0.0629,0.000567,0.0383,0.574,151.727,37i9dQZF1DWXRqgorJj26U,Rock Classics,Rock
131,3Vby4nGmtbDo7HDJamOWkT,Stuck In The Middle With You,7bPU7cvfoD20ixGD9Qnqki,Stealers Wheel,5ApN9lqru1t3Xh1IaEGTll,208946,1/1/1972,76,0.82,0.575,7,-9.144,1,0.0408,0.0936,0.000135,0.109,0.964,123.765,37i9dQZF1DWXRqgorJj26U,Rock Classics,Rock
132,1FTSo4v6BOZH9QxKc3MbVM,Song 2 - 2012 Remaster,7MhMgCo0Bl0Kukl93PZbYS,Blur,7HvIrSkKGJCzd8AKyjTJ6Q,121160,2/10/1997,77,0.674,0.789,8,-6.903,1,0.0676,0.00178,0.0071,0.0754,0.918,129.804,37i9dQZF1DWXRqgorJj26U,Rock Classics,Rock
136,3mcG2NI5G5vhrQtRda1YnA,The Middle,3Ayl7mCk0nScecqOzvNp6s,Jimmy Eat World,2ZuFyQ3E5n1L0VA9iyH0YV,168253,2001,1,0.629,0.897,2,-3.401,1,0.0483,0.0424,0,0.263,0.93,161.944,37i9dQZF1DWXRqgorJj26U,Rock Classics,Rock
138,5e6x5YRnMJIKvYpZxLqdpH,Fortunate Son,3IYUhFvPQItj6xySrBmZkd,Creedence Clearwater Revival,4A8gFwqd9jTtnsNwUu3OQx,138053,12/14/2005,0,0.636,0.746,0,-3.785,1,0.0393,0.0648,0.29,0.173,0.432,132.31,37i9dQZF1DWXRqgorJj26U,Rock Classics,Rock
139,54eZmuggBFJbV7k248bTTt,A Horse with No Name,35U9lQaRWSQISxQAB94Meo,America,0E5IKYhiKgbYQkmfsFonbZ,252239,1972,77,0.654,0.506,11,-17.18,0,0.0535,0.686,0.0155,0.155,0.831,123.179,37i9dQZF1DWXRqgorJj26U,Rock Classics,Rock
141,3k9i7UzeSUYWIfUZFeFDUd,Layla - 40th Anniversary Version / 2010 Remastered,2rc78XDH9zuJP6bm78lU8Z,Derek & The Dominos,5IJXJ6OL7wtN8nc3EyQj4N,423840,11/1/1970,0,0.404,0.903,1,-3.88,1,0.0668,0.577,0.297,0.287,0.498,115.672,37i9dQZF1DWXRqgorJj26U,Rock Classics,Rock
142,5UWwZ5lm5PKu6eKsHAGxOk,Everlong,7jy3rLJdDQY21OgRLCZ9sD,Foo Fighters,30ly6F6Xl0TKmyBCU50Khv,250546,5/20/1997,79,0.413,0.881,11,-5.541,0,0.0367,5.99E-05,0.000308,0.0805,0.364,158.066,37i9dQZF1DWXRqgorJj26U,Rock Classics,Rock
145,0iA3xXSkSCiJywKyo1UKjQ,Louie Louie,2iIn8H3l2NNBNHFpYKWbfo,The Kingsmen,2SMBIc9VqCmLvWAd9srlSx,165381,1/31/2006,67,0.623,0.709,1,-9.818,0,0.0636,0.102,0,0.0967,0.948,122.394,37i9dQZF1DWXRqgorJj26U,Rock Classics,Rock
146,3PGAgwFWnFCisvjb3rLyuh,Piece Of My Heart,4NgfOZCL9Ml67xzM0xzIvC,Janis Joplin,3Z0LdhZyBaeniH7m9VpSrR,253804,7/17/2007,57,0.482,0.883,4,-3.348,1,0.0754,0.0891,0.00422,0.266,0.594,80.687,37i9dQZF1DWXRqgorJj26U,Rock Classics,Rock
147,05NYcsjJwOYq4jIiKPVj9p,Hard To Handle,5krkohEVJYw0qoB5VWwxaC,The Black Crowes,2NRRQLuW6j3EsoWpIl2MR3,188066,2/13/1990,72,0.599,0.79,4,-3.58,1,0.043,0.00257,0.00181,0.312,0.961,103.783,37i9dQZF1DWXRqgorJj26U,Rock Classics,Rock
151,4gMgiXfqyzZLMhsksGmbQV,"Another Brick in the Wall, Pt. 2",0k17h0D3J5VfsdmQ1iZtE9,Pink Floyd,5Dbax7G8SWrP9xyzkOvy2F,238746,11/30/1979,76,0.693,0.394,0,-15.882,1,0.0428,0.0782,0.000694,0.247,0.721,104.114,37i9dQZF1DWXRqgorJj26U,Rock Classics,Rock
152,1IqFh00G2kvvMm8pRMpehA,Me and Bobby McGee,4NgfOZCL9Ml67xzM0xzIvC,Janis Joplin,3j7nicLAWXM0Fb08q9XGyf,271333,1/11/1971,71,0.43,0.463,2,-10.96,1,0.0442,0.303,5.84E-05,0.152,0.66,93.405,37i9dQZF1DWXRqgorJj26U,Rock Classics,Rock
154,7N3PAbqfTjSEU1edb2tY8j,Jump - 2015 Remaster,2cnMpRsOVqtPMfq7YiFE6K,Van Halen,3REUXdj5OPKhuDTrTtCBU0,241599,1/4/1984,79,0.572,0.835,0,-6.219,1,0.0317,0.171,0.000377,0.0702,0.795,129.981,37i9dQZF1DWXRqgorJj26U,Rock Classics,Rock
158,3YRCqOhFifThpSRFJ1VWFM,November Rain,3qm84nBOXUEQ2vnTfUTTFC,Guns N' Roses,0CxPbTRARqKUYighiEY9Sz,536066,9/17/1991,80,0.294,0.641,11,-9.316,1,0.0291,0.0163,0.22,0.112,0.226,79.759,37i9dQZF1DWXRqgorJj26U,Rock Classics,Rock
160,07q0QVgO56EorrSGHC48y3,I Was Made For Lovin' You,07XSN3sPlIlB2L2XNcTwJw,KISS,4FA68GsblSfvKZZRfM1tI1,271240,3/23/1979,82,0.768,0.852,4,-6.215,1,0.038,0.214,7.36E-05,0.0723,0.867,128.373,37i9dQZF1DWXRqgorJj26U,Rock Classics,Rock
161,2d4e45fmUnguxh6yqC7gNT,Dirty Deeds Done Dirt Cheap,711MCceyCBcFnzjGY4Q7Un,AC/DC,76mvVgXOde87B9aOzLXCOI,231933,9/20/1976,74,0.668,0.906,11,-4.881,0,0.17,0.214,0.00245,0.135,0.507,135.653,37i9dQZF1DWXRqgorJj26U,Rock Classics,Rock
162,78lgmZwycJ3nzsdgmPPGNx,Immigrant Song - Remaster,36QJpDe2go2KgaRleHCDTp,Led Zeppelin,6P5QHz4XtxOmS5EuiGIPut,146250,1970,78,0.564,0.932,11,-10.068,1,0.0554,0.013,0.169,0.349,0.619,112.937,37i9dQZF1DWXRqgorJj26U,Rock Classics,Rock
163,5EcvzboYmDIfXo9gPplsSB,Brown Sugar,22bE4uQ6baNwSHPVcDxLCe,The Rolling Stones,1WDA6r4advRJalp0gJCoXv,228666,4/23/1971,0,0.638,0.931,0,-3.605,1,0.0363,0.228,0.000295,0.0524,0.965,128.662,37i9dQZF1DWXRqgorJj26U,Rock Classics,Rock
164,5tVA6TkbaAH9QMITTQRrNv,Free Fallin',2UZMlIwnkgAEDBsw1Rejkn,Tom Petty,5d71Imt5CIb7LpQwDMQ093,256000,1/1/1989,78,0.623,0.449,5,-13.333,1,0.0253,0.212,0,0.0613,0.572,84.383,37i9dQZF1DWXRqgorJj26U,Rock Classics,Rock
168,5PntSbMHC1ud6Vvl8x56qd,Loser,3vbKDsSS70ZX9D2OcvbZmS,Beck,0iIGP4Sxw3KR4OCFv2yvz8,235000,3/1/1994,71,0.654,0.611,2,-10.45,1,0.119,0.0337,0.000178,0.405,0.786,85.387,37i9dQZF1DWXRqgorJj26U,Rock Classics,Rock
170,2HXixVqzzm9rEUIMAWzshl,I Hate Myself for Loving You,1Fmb52lZ6Jv7FMWXXTPO3K,Joan Jett & The Blackhearts,2pkv3nrNrwtUdT8VNWwt5U,246800,5/23/1988,69,0.611,0.883,9,-11.225,1,0.0539,0.0846,1.20E-06,0.192,0.604,117.928,37i9dQZF1DWXRqgorJj26U,Rock Classics,Rock
172,1xShPgQbOUa98avWJQFDBY,Personal Jesus - Original Single Version,762310PdDnwsDxAQxzQkfX,Depeche Mode,2nsxERlQsbUOWBwaz8HCj8,224906,1989,63,0.637,0.682,11,-11.625,1,0.0366,0.0112,0.0234,0.0473,0.714,129.983,37i9dQZF1DWXRqgorJj26U,Rock Classics,Rock
174,4DMKwE2E2iYDKY01C335Uw,Carry on Wayward Son,2hl0xAkS2AIRAu23TVMBG1,Kansas,7MejfRSNnrpcLZIxkeZDqR,323000,1976,76,0.482,0.786,7,-5.735,1,0.032,0.00321,8.88E-05,0.446,0.793,126.755,37i9dQZF1DWXRqgorJj26U,Rock Classics,Rock
176,3ovjw5HZZv43SxTwApooCM,Wind Of Change,27T030eWyCQRmDyuvr1kxY,Scorpions,3dLKM8bD8R3H3XnSOXGjTF,312360,1/1/1990,80,0.452,0.524,0,-10.108,1,0.0351,0.315,0,0.103,0.246,151.505,37i9dQZF1DWXRqgorJj26U,Rock Classics,Rock
179,6NxsCnLeLd8Ai1TrgGxzIx,Bad Moon Rising,3IYUhFvPQItj6xySrBmZkd,Creedence Clearwater Revival,30sgpxWf6U9417FySmLEGK,141600,8/3/1969,0,0.647,0.762,2,-5.856,1,0.0287,0.0599,3.35E-06,0.0705,0.93,89.837,37i9dQZF1DWXRqgorJj26U,Rock Classics,Rock
180,6qUEOWqOzu1rLPUPQ1ECpx,Walk This Way (feat. Aerosmith),3CQIn7N5CuRDP8wEI7FiDA,Run–D.M.C.,7AFsTiojVaB2I58oZ1tMRg,310386,5/15/1986,71,0.761,0.711,9,-7.989,1,0.0604,0.0174,0.000101,0.0652,0.947,105.448,37i9dQZF1DWXRqgorJj26U,Rock Classics,Rock
181,5SAUIWdZ04OxYfJFDchC7S,Smoke on the Water,568ZhdwyaiCyOGJRtNYhWf,Deep Purple,1EK3a0Yctg4d3nGQzE4Uty,342173,3/25/1972,63,0.632,0.586,0,-11.333,1,0.0284,0.0983,0.581,0.0535,0.89,114.243,37i9dQZF1DWXRqgorJj26U,Rock Classics,Rock
182,59WN2psjkt1tyaxjspN8fp,Killing In The Name,2d0hyoQ5ynDBnkvAbJKORj,Rage Against The Machine,4Io5vWtmV1rFj4yirKb4y4,313573,1992,79,0.466,0.833,7,-4.215,1,0.304,0.0266,0,0.0327,0.661,88.785,37i9dQZF1DWXRqgorJj26U,Rock Classics,Rock
186,6zeE5tKyr8Nu882DQhhSQI,Dust in the Wind,2hl0xAkS2AIRAu23TVMBG1,Kansas,6oU298pdPTCQnMx1PYwyUA,206266,1977,77,0.475,0.322,7,-10.687,1,0.0283,0.367,0.00056,0.11,0.387,93.503,37i9dQZF1DWXRqgorJj26U,Rock Classics,Rock
187,5p3JunprHCxClJjOmcLV8G,Walk On the Wild Side,42TFhl7WlMRXiNqzSrnzPL,Lou Reed,5SqbMEyAt8332ISGiLX0St,254173,12/1/1972,74,0.575,0.318,0,-16.729,1,0.109,0.683,0.000202,0.0934,0.385,104.522,37i9dQZF1DWXRqgorJj26U,Rock Classics,Rock
188,0PdM2a6oIjqepoEfcJo0RO,Pour Some Sugar On Me - Remastered 2017,6H1RjVyNruCmrBEWRbD0VZ,Def Leppard,31oeDyCOLhgeZyktfxo0pE,267306,8/3/1987,74,0.267,0.953,1,-4.899,0,0.096,0.00211,0,0.283,0.568,84.989,37i9dQZF1DWXRqgorJj26U,Rock Classics,Rock
191,5UwbnHhjnbinJH8TefuQfN,Long Cool Woman (In a Black Dress) - 1999 Remaster,6waa8mKu91GjzD4NlONlNJ,The Hollies,6b5osVLAcVTBvnqwDaPV4w,199200,10/8/1971,65,0.757,0.868,9,-9.326,1,0.062,0.411,0.00221,0.355,0.815,138.923,37i9dQZF1DWXRqgorJj26U,Rock Classics,Rock
192,4uGIJG1jYFonGc4LGp5uQL,Somebody to Love,2qFr8w5sWUITRlzZ9kZotF,Jefferson Airplane,6lPb7Eoon6QPbscWbMsk6a,174840,1967,72,0.504,0.578,4,-9.302,1,0.031,0.408,0,0.321,0.654,132.411,37i9dQZF1DWXRqgorJj26U,Rock Classics,Rock
193,4d9RTWdrFLVAGhdzvqxkwn,Losing My Religion,4KWTAlx2RvbpseOGMEmROg,R.E.M.,22c9GGhLosljU2p3xPmOfe,268933,3/12/1991,0,0.7,0.686,9,-10.338,0,0.0279,0.0943,1.93E-06,0.0847,0.815,125.412,37i9dQZF1DWXRqgorJj26U,Rock Classics,Rock
195,5XcZRgJv3zMhTqCyESjQrF,Poison,3EhbVgyfGd7HkpsagwL9GS,Alice Cooper,033cvSPAuSU5ArRfIgQSDU,270080,7/25/1989,73,0.28,0.908,2,-5.509,0,0.109,0.0327,8.85E-06,0.18,0.26,118.698,37i9dQZF1DWXRqgorJj26U,Rock Classics,Rock
197,4alHo6RGd0D3OUbTPExTHN,Just What I Needed,6DCIj8jNaNpBz8e5oKFPtp,The Cars,4tJPWT4r4FSKwy784Qs1Fq,225626,6/6/1978,70,0.619,0.579,4,-9.307,1,0.0473,0.0152,6.40E-05,0.0858,0.69,127.224,37i9dQZF1DWXRqgorJj26U,Rock Classics,Rock
199,51H2y6YrNNXcy3dfc3qSbA,When Doves Cry,5a2EaR3hamoenG9rDuVn8j,Prince,7nXJ5k4XgRj5OLg9m8V3zc,352906,6/25/1984,71,0.729,0.989,9,-4.613,0,0.049,0.0102,4.45E-05,0.443,0.84,126.47,37i9dQZF1DWXRqgorJj26U,Rock Classics,Rock
200,5QTxFnGygVM4jFQiBovmRo,(Don't Fear) The Reaper,00tVTdpEhQQw1bqdu8RCx2,Blue Öyster Cult,6C9WzlQANeoD0GW5B41YJt,308120,1976,76,0.333,0.927,9,-8.55,0,0.0733,0.0029,0.000208,0.297,0.385,141.466,37i9dQZF1DWXRqgorJj26U,Rock Classics,Rock
201,5QLHGv0DfpeXLNFo7SFEy1,1979 - Remastered 2012,40Yq4vzPs9VNUrIBG5Jr2i,The Smashing Pumpkins,55RhFRyQFihIyGf61MgcfV,266200,1995,77,0.767,0.787,3,-9.897,1,0.0331,0.0163,0.583,0.0513,0.964,126.879,37i9dQZF1DWXRqgorJj26U,Rock Classics,Rock
204,6gXrEUzibufX9xYPk3HD5p,Life in the Fast Lane - 2013 Remaster,0ECwFtbIWEVNwjlrfc6xoL,Eagles,2widuo17g5CEC66IbzveRu,286219,12/8/1976,72,0.667,0.755,9,-7.246,1,0.069,0.0966,6.94E-05,0.0523,0.883,109.535,37i9dQZF1DWXRqgorJj26U,Rock Classics,Rock
206,1dv3ePjze9tPq2pk8eWJdR,Gimme Shelter,22bE4uQ6baNwSHPVcDxLCe,The Rolling Stones,0c78nsgqX6VfniSNWIxwoD,270773,12/5/1969,0,0.63,0.616,1,-8.128,0,0.0309,0.463,0.0408,0.173,0.509,118.65,37i9dQZF1DWXRqgorJj26U,Rock Classics,Rock
207,4VqPOruhp5EdPBeR92t6lQ,Uprising,12Chz98pHFMPJEknJQMWvI,Muse,0eFHYz8NmK75zSplL5qlfM,304840,9/10/2009,77,0.602,0.905,2,-4.046,1,0.0775,0.000202,0.064,0.117,0.411,128.019,37i9dQZF1DWXRqgorJj26U,Rock Classics,Rock
209,4YPhn26bIFm2KUkL1VLzQG,Say It Ain't So,3jOstUTkEu2JkjvRdBA5Gu,Weezer,33CmI2lR8PnQwz6133Mc7l,256880,5/10/1994,0,0.635,0.435,3,-7.521,1,0.031,0.00328,6.78E-06,0.071,0.459,76.098,37i9dQZF1DWXRqgorJj26U,Rock Classics,Rock
211,7IhkWF9zpiYKlU7CxHxYT9,All Right Now,2e53aHBQdCMKWqHDuyJsjC,Free,1hgW1wQNsca8iXUEmTFAUY,332906,1/1/2008,0,0.766,0.446,2,-13.079,1,0.0867,0.25,0.000704,0.318,0.743,119.774,37i9dQZF1DWXRqgorJj26U,Rock Classics,Rock
213,0eFvoRSTTaR2q8bSWVjwfp,Welcome To The Jungle,3qm84nBOXUEQ2vnTfUTTFC,Guns N' Roses,4a92B7gXZWKJopxs6gWgqb,271866,3/23/2004,0,0.456,0.978,10,-4.869,0,0.112,0.0301,0.499,0.313,0.327,123.411,37i9dQZF1DWXRqgorJj26U,Rock Classics,Rock
214,4JNi40t7xR5bO3PWxRkiPN,Free Bird,4MVyzYMgTwdP7Z49wAZHx0,Lynyrd Skynyrd,57GMEh9tkmc1TGs4rcdVhN,558933,1973,0,0.279,0.852,7,-7.838,1,0.0511,0.0119,0.076,0.0624,0.438,117.418,37i9dQZF1DWXRqgorJj26U,Rock Classics,Rock
215,3AhXZa8sUQht0UEdBJgpGc,Like a Rolling Stone,74ASZWbe4lXaubB36ztrGX,Bob Dylan,6YabPKtZAjxwyWbuO9p4ZD,369600,8/30/1965,72,0.482,0.721,0,-6.839,1,0.0321,0.731,0,0.189,0.557,95.263,37i9dQZF1DWXRqgorJj26U,Rock Classics,Rock
217,3gdewACMIVMEWVbyb8O9sY,"Rocket Man (I Think It's Going To Be A Long, Long Time)",3PhoLpVuITZKcymswpck5b,Elton John,2ei2X6ghPnw7YRwQtAH075,281613,5/19/1972,82,0.601,0.532,10,-9.119,1,0.0286,0.432,6.25E-06,0.0925,0.341,136.571,37i9dQZF1DWXRqgorJj26U,Rock Classics,Rock
218,2SiXAy7TuUkycRVbbWDEpo,You Shook Me All Night Long,711MCceyCBcFnzjGY4Q7Un,AC/DC,6mUdeDZCsExyJLMdAfDuwh,210173,7/25/1980,80,0.532,0.767,7,-5.509,1,0.0574,0.00287,0.000513,0.39,0.755,127.361,37i9dQZF1DWXRqgorJj26U,Rock Classics,Rock
223,3aoDEt6zSuYQ47gzarlaVo,Money - 2011 Remastered Version,0k17h0D3J5VfsdmQ1iZtE9,Pink Floyd,3a0UOgDWw2pTajw85QPMiz,382834,3/16/1973,0,0.469,0.537,9,-10.421,1,0.152,0.0241,0.00201,0.269,0.783,124.193,37i9dQZF1DWXRqgorJj26U,Rock Classics,Rock
225,2b9lp5A6CqSzwOrBfAFhof,Crazy Train,6ZLTlhejhndI4Rh53vYhrY,Ozzy Osbourne,6aGfK3YpRxZ1rJfaNRckLH,296200,9/20/1980,5,0.453,0.905,9,-4.001,1,0.115,0.36,0.000569,0.26,0.474,137.571,37i9dQZF1DWXRqgorJj26U,Rock Classics,Rock
228,2EoOZnxNgtmZaD8uUmz2nD,Black Hole Sun,5xUf6j4upBrXZPg6AI4MRK,Soundgarden,29sTacnS0qA9xri6YS8xLA,318586,3/9/1994,77,0.35,0.828,6,-5.373,1,0.041,0.000217,0.000161,0.0774,0.147,105.435,37i9dQZF1DWXRqgorJj26U,Rock Classics,Rock
230,1UBQ5GK8JaQjm5VbkBZY66,Sharp Dressed Man - 2008 Remaster,2AM4ilv6UzW0uMRuqKtDgN,ZZ Top,5LMGAYhn2ywaxGZdtmXGpw,258026,3/23/1983,73,0.601,0.859,5,-5.263,1,0.0276,0.000359,0.00124,0.0871,0.446,125.145,37i9dQZF1DWXRqgorJj26U,Rock Classics,Rock
233,1qOU8KzFifXE9YrgjVwYvc,Here I Go Again - 2018 Remaster,3UbyYnvNIT5DFXU4WgiGpP,Whitesnake,5drgoLSnXSDIhNK4ms3P7I,275395,4/7/1987,64,0.292,0.823,7,-6.763,1,0.0407,0.0117,7.79E-05,0.155,0.244,89.939,37i9dQZF1DWXRqgorJj26U,Rock Classics,Rock
234,0F0MA0ns8oXwGw66B2BSXm,Let's Dance - 1999 Remaster,0oSGxfWSnnOXhD2fKuz2Gy,David Bowie,37KYBt1Lzn4eJ4KoCFZcnR,457133,4/14/1983,2,0.619,0.703,10,-9.414,0,0.0525,0.00388,0.205,0.163,0.709,115.043,37i9dQZF1DWXRqgorJj26U,Rock Classics,Rock
236,1qRA5BS78u3gME0loMl9AA,For What It's Worth,3eskO5m0H4yiF64vRySBjr,Buffalo Springfield,3PkdGRruLnJ9zCtANiDrpB,153693,12/5/1966,76,0.653,0.519,2,-10.164,1,0.0497,0.406,0.0209,0.101,0.822,98.883,37i9dQZF1DWXRqgorJj26U,Rock Classics,Rock
237,4vpeKl0vMGdAXpZiQB2Dtd,White Rabbit,2qFr8w5sWUITRlzZ9kZotF,Jefferson Airplane,6lPb7Eoon6QPbscWbMsk6a,150640,1967,73,0.551,0.293,2,-12.503,1,0.0272,0.486,0.000273,0.0864,0.322,106.798,37i9dQZF1DWXRqgorJj26U,Rock Classics,Rock
